date,sku_id,on_hand_units,on_order_units
2023-09-26,S003_P0002,154,97
2023-09-26,S003_P0003,455,126
2023-09-26,S003_P0004,204,149
2023-09-26,S003_P0005,226,197
2023-09-26,S003_P0006,293,121
2023-09-26,S003_P0007,183,94
2023-09-26,S003_P0008,102,116
2023-09-26,S003_P0009,306,42
2023-09-26,S003_P0010,361,66
2023-09-26,S003_P0011,134,77
2023-09-26,S003_P0012,357,125
2023-09-26,S003_P0013,280,103
2023-09-26,S003_P0014,432,47
2023-09-26,S003_P0015,245,175
2023-09-26,S003_P0016,220,177
2023-09-26,S003_P0017,389,60
2023-09-26,S003_P0018,358,142
2023-09-26,S003_P0019,362,131
2023-09-26,S003_P0020,260,67
2023-09-26,S004_P0001,399,121
2023-09-26,S004_P0002,452,105
2023-09-26,S004_P0003,296,96
2023-09-26,S004_P0004,142,99
2023-09-26,S004_P0005,425,151
2023-09-26,S004_P0006,143,179
2023-09-26,S004_P0007,460,168
2023-09-26,S004_P0008,450,58
2023-09-26,S004_P0009,129,77
2023-09-26,S004_P0010,423,167
2023-09-26,S004_P0011,290,41
2023-09-26,S004_P0012,176,29
2023-09-26,S004_P0013,83,130
2023-09-26,S004_P0014,245,67
2023-09-26,S004_P0015,494,109
2023-09-26,S004_P0016,285,84
2023-09-26,S004_P0017,493,109
2023-09-26,S004_P0018,168,102
2023-09-26,S004_P0019,414,57
2023-09-26,S004_P0020,435,193
2023-09-26,S005_P0001,317,91
2023-09-26,S005_P0002,127,183
2023-09-26,S005_P0003,380,88
2023-09-26,S005_P0004,212,199
2023-09-26,S005_P0005,313,198
2023-09-26,S005_P0006,270,55
2023-09-26,S005_P0007,167,119
2023-09-26,S005_P0008,156,101
2023-09-26,S005_P0009,97,174
2023-09-26,S005_P0010,419,43
2023-09-26,S005_P0011,425,91
2023-09-26,S005_P0012,300,120
2023-09-26,S005_P0013,264,44
2023-09-26,S005_P0014,419,22
2023-09-26,S005_P0015,149,41
2023-09-26,S005_P0016,447,66
2023-09-26,S005_P0017,172,144
2023-09-26,S005_P0018,435,102
2023-09-26,S005_P0019,363,199
2023-09-26,S005_P0020,263,25
2023-09-27,S001_P0001,376,73
2023-09-27,S001_P0002,304,25
2023-09-27,S001_P0003,365,75
2023-09-27,S001_P0004,162,123
2023-09-27,S001_P0005,291,182
2023-09-27,S001_P0006,458,92
2023-09-27,S001_P0007,88,57
2023-09-27,S001_P0008,446,189
2023-09-27,S001_P0009,348,113
2023-09-27,S001_P0010,131,24
2023-09-27,S001_P0011,220,164
2023-09-27,S001_P0012,148,72
2023-09-27,S001_P0013,224,124
2023-09-27,S001_P0014,86,59
2023-09-27,S001_P0015,218,132
2023-09-27,S001_P0016,369,186
2023-09-27,S001_P0017,53,80
2023-09-27,S001_P0018,298,25
2023-09-27,S001_P0019,282,34
2023-09-27,S001_P0020,117,108
2023-09-27,S002_P0001,231,94
2023-09-27,S002_P0002,119,93
2023-09-27,S002_P0003,222,166
2023-09-27,S002_P0004,228,192
2023-09-27,S002_P0005,120,22
2023-09-27,S002_P0006,280,111
2023-09-27,S002_P0007,392,71
2023-09-27,S002_P0008,489,70
2023-09-27,S002_P0009,181,135
2023-09-27,S002_P0010,297,107
2023-09-27,S002_P0011,82,69
2023-09-27,S002_P0012,212,178
2023-09-27,S002_P0013,197,73
2023-09-27,S002_P0014,373,58
2023-09-27,S002_P0015,59,192
2023-09-27,S002_P0016,142,45
2023-09-27,S002_P0017,162,93
2023-09-27,S002_P0018,480,136
2023-09-27,S002_P0019,498,72
2023-09-27,S002_P0020,238,96
2023-09-27,S003_P0001,71,46
2023-09-27,S003_P0002,428,34
2023-09-27,S003_P0003,79,109
2023-09-27,S003_P0004,323,74
2023-09-27,S003_P0005,471,60
2023-09-27,S003_P0006,448,49
2023-09-27,S003_P0007,370,153
2023-09-27,S003_P0008,184,125
2023-09-27,S003_P0009,121,197
2023-09-27,S003_P0010,118,78
2023-09-27,S003_P0011,79,52
2023-09-27,S003_P0012,320,165
2023-09-27,S003_P0013,390,101
2023-09-27,S003_P0014,328,73
2023-09-27,S003_P0015,204,143
2023-09-27,S003_P0016,337,22
2023-09-27,S003_P0017,386,127
2023-09-27,S003_P0018,152,83
2023-09-27,S003_P0019,112,142
2023-09-27,S003_P0020,265,160
2023-09-27,S004_P0001,350,36
2023-09-27,S004_P0002,162,147
2023-09-27,S004_P0003,99,153
2023-09-27,S004_P0004,417,61
2023-09-27,S004_P0005,215,135
2023-09-27,S004_P0006,320,20
2023-09-27,S004_P0007,364,23
2023-09-27,S004_P0008,177,30
2023-09-27,S004_P0009,433,20
2023-09-27,S004_P0010,133,145
2023-09-27,S004_P0011,255,99
2023-09-27,S004_P0012,383,63
2023-09-27,S004_P0013,368,101
2023-09-27,S004_P0014,399,32
2023-09-27,S004_P0015,110,115
2023-09-27,S004_P0016,249,163
2023-09-27,S004_P0017,290,158
2023-09-27,S004_P0018,422,173
2023-09-27,S004_P0019,349,134
2023-09-27,S004_P0020,164,96
2023-09-27,S005_P0001,177,133
2023-09-27,S005_P0002,80,44
2023-09-27,S005_P0003,442,143
2023-09-27,S005_P0004,190,70
2023-09-27,S005_P0005,99,124
2023-09-27,S005_P0006,187,194
2023-09-27,S005_P0007,487,169
2023-09-27,S005_P0008,291,56
2023-09-27,S005_P0009,231,177
2023-09-27,S005_P0010,354,140
2023-09-27,S005_P0011,255,173
2023-09-27,S005_P0012,130,168
2023-09-27,S005_P0013,240,25
2023-09-27,S005_P0014,98,45
2023-09-27,S005_P0015,87,107
2023-09-27,S005_P0016,375,176
2023-09-27,S005_P0017,86,93
2023-09-27,S005_P0018,229,53
2023-09-27,S005_P0019,168,190
2023-09-27,S005_P0020,473,46
2023-09-28,S001_P0001,296,59
2023-09-28,S001_P0002,285,94
2023-09-28,S001_P0003,452,182
2023-09-28,S001_P0004,105,194
2023-09-28,S001_P0005,130,118
2023-09-28,S001_P0006,231,154
2023-09-28,S001_P0007,68,37
2023-09-28,S001_P0008,391,103
2023-09-28,S001_P0009,398,197
2023-09-28,S001_P0010,372,84
2023-09-28,S001_P0011,138,183
2023-09-28,S001_P0012,368,65
2023-09-28,S001_P0013,374,82
2023-09-28,S001_P0014,231,53
2023-09-28,S001_P0015,499,76
2023-09-28,S001_P0016,263,76
2023-09-28,S001_P0017,105,172
2023-09-28,S001_P0018,189,113
2023-09-28,S001_P0019,399,156
2023-09-28,S001_P0020,161,175
2023-09-28,S002_P0001,262,149
2023-09-28,S002_P0002,159,123
2023-09-28,S002_P0003,190,162
2023-09-28,S002_P0004,150,162
2023-09-28,S002_P0005,190,189
2023-09-28,S002_P0006,80,48
2023-09-28,S002_P0007,400,106
2023-09-28,S002_P0008,91,70
2023-09-28,S002_P0009,324,199
2023-09-28,S002_P0010,244,176
2023-09-28,S002_P0011,80,82
2023-09-28,S002_P0012,496,54
2023-09-28,S002_P0013,382,174
2023-09-28,S002_P0014,162,190
2023-09-28,S002_P0015,126,176
2023-09-28,S002_P0016,312,61
2023-09-28,S002_P0017,469,185
2023-09-28,S002_P0018,165,133
2023-09-28,S002_P0019,479,173
2023-09-28,S002_P0020,216,22
2023-09-28,S003_P0001,337,62
2023-09-28,S003_P0002,122,135
2023-09-28,S003_P0003,494,95
2023-09-28,S003_P0004,395,95
2023-09-28,S003_P0005,305,144
2023-09-28,S003_P0006,211,162
2023-09-28,S003_P0007,299,117
2023-09-28,S003_P0008,467,45
2023-09-28,S003_P0009,149,197
2023-09-28,S003_P0010,300,153
2023-09-28,S003_P0011,274,78
2023-09-28,S003_P0012,449,178
2023-09-28,S003_P0013,110,176
2023-09-28,S003_P0014,232,188
2023-09-28,S003_P0015,290,136
2023-09-28,S003_P0016,424,158
2023-09-28,S003_P0017,249,132
2023-09-28,S003_P0018,489,73
2023-09-28,S003_P0019,409,124
2023-09-28,S003_P0020,441,93
2023-09-28,S004_P0001,267,78
2023-09-28,S004_P0002,54,120
2023-09-28,S004_P0003,327,64
2023-09-28,S004_P0004,363,134
2023-09-28,S004_P0005,269,56
2023-09-28,S004_P0006,468,131
2023-09-28,S004_P0007,344,170
2023-09-28,S004_P0008,84,151
2023-09-28,S004_P0009,425,178
2023-09-28,S004_P0010,469,192
2023-09-28,S004_P0011,229,134
2023-09-28,S004_P0012,206,163
2023-09-28,S004_P0013,157,189
2023-09-28,S004_P0014,278,191
2023-09-28,S004_P0015,425,32
2023-09-28,S004_P0016,431,60
2023-09-28,S004_P0017,111,130
2023-09-28,S004_P0018,107,45
2023-09-28,S004_P0019,351,88
2023-09-28,S004_P0020,107,126
2023-09-28,S005_P0001,394,31
2023-09-28,S005_P0002,374,199
2023-09-28,S005_P0003,305,73
2023-09-28,S005_P0004,142,141
2023-09-28,S005_P0005,388,126
2023-09-28,S005_P0006,413,96
2023-09-28,S005_P0007,112,39
2023-09-28,S005_P0008,219,138
2023-09-28,S005_P0009,142,88
2023-09-28,S005_P0010,112,190
2023-09-28,S005_P0011,200,149
2023-09-28,S005_P0012,389,192
2023-09-28,S005_P0013,424,62
2023-09-28,S005_P0014,407,26
2023-09-28,S005_P0015,311,94
2023-09-28,S005_P0016,188,178
2023-09-28,S005_P0017,194,111
2023-09-28,S005_P0018,399,146
2023-09-28,S005_P0019,113,125
2023-09-28,S005_P0020,420,51
2023-09-29,S001_P0001,388,180
2023-09-29,S001_P0002,113,145
2023-09-29,S001_P0003,338,77
2023-09-29,S001_P0004,474,68
2023-09-29,S001_P0005,162,43
2023-09-29,S001_P0006,418,158
2023-09-29,S001_P0007,444,68
2023-09-29,S001_P0008,323,108
2023-09-29,S001_P0009,362,150
2023-09-29,S001_P0010,414,131
2023-09-29,S001_P0011,416,45
2023-09-29,S001_P0012,241,192
2023-09-29,S001_P0013,274,168
2023-09-29,S001_P0014,291,166
2023-09-29,S001_P0015,96,130
2023-09-29,S001_P0016,382,68
2023-09-29,S001_P0017,129,164
2023-09-29,S001_P0018,236,77
2023-09-29,S001_P0019,195,26
2023-09-29,S001_P0020,252,44
2023-09-29,S002_P0001,51,80
2023-09-29,S002_P0002,163,84
2023-09-29,S002_P0003,440,99
2023-09-29,S002_P0004,305,92
2023-09-29,S002_P0005,276,181
2023-09-29,S002_P0006,453,99
2023-09-29,S002_P0007,466,112
2023-09-29,S002_P0008,302,157
2023-09-29,S002_P0009,310,175
2023-09-29,S002_P0010,77,143
2023-09-29,S002_P0011,80,132
2023-09-29,S002_P0012,179,158
2023-09-29,S002_P0013,474,112
2023-09-29,S002_P0014,122,145
2023-09-29,S002_P0015,171,20
2023-09-29,S002_P0016,83,43
2023-09-29,S002_P0017,441,31
2023-09-29,S002_P0018,477,76
2023-09-29,S002_P0019,317,51
2023-09-29,S002_P0020,409,71
2023-09-29,S003_P0001,313,92
2023-09-29,S003_P0002,351,156
2023-09-29,S003_P0003,154,83
2023-09-29,S003_P0004,84,159
2023-09-29,S003_P0005,95,143
2023-09-29,S003_P0006,348,140
2023-09-29,S003_P0007,180,26
2023-09-29,S003_P0008,158,100
2023-09-29,S003_P0009,250,70
2023-09-29,S003_P0010,95,110
2023-09-29,S003_P0011,405,177
2023-09-29,S003_P0012,149,74
2023-09-29,S003_P0013,125,44
2023-09-29,S003_P0014,273,179
2023-09-29,S003_P0015,132,48
2023-09-29,S003_P0016,205,112
2023-09-29,S003_P0017,217,114
2023-09-29,S003_P0018,407,108
2023-09-29,S003_P0019,114,133
2023-09-29,S003_P0020,328,186
2023-09-29,S004_P0001,110,24
2023-09-29,S004_P0002,131,102
2023-09-29,S004_P0003,292,145
2023-09-29,S004_P0004,458,133
2023-09-29,S004_P0005,254,83
2023-09-29,S004_P0006,456,26
2023-09-29,S004_P0007,409,105
2023-09-29,S004_P0008,156,51
2023-09-29,S004_P0009,394,185
2023-09-29,S004_P0010,303,191
2023-09-29,S004_P0011,185,149
2023-09-29,S004_P0012,275,195
2023-09-29,S004_P0013,467,191
2023-09-29,S004_P0014,171,41
2023-09-29,S004_P0015,261,29
2023-09-29,S004_P0016,56,32
2023-09-29,S004_P0017,141,170
2023-09-29,S004_P0018,366,191
2023-09-29,S004_P0019,307,92
2023-09-29,S004_P0020,226,138
2023-09-29,S005_P0001,129,149
2023-09-29,S005_P0002,428,104
2023-09-29,S005_P0003,394,55
2023-09-29,S005_P0004,383,190
2023-09-29,S005_P0005,339,150
2023-09-29,S005_P0006,474,144
2023-09-29,S005_P0007,415,150
2023-09-29,S005_P0008,76,194
2023-09-29,S005_P0009,307,45
2023-09-29,S005_P0010,306,167
2023-09-29,S005_P0011,444,183
2023-09-29,S005_P0012,90,41
2023-09-29,S005_P0013,460,64
2023-09-29,S005_P0014,174,93
2023-09-29,S005_P0015,486,168
2023-09-29,S005_P0016,197,146
2023-09-29,S005_P0017,187,160
2023-09-29,S005_P0018,468,46
2023-09-29,S005_P0019,408,33
2023-09-29,S005_P0020,455,93
2023-09-30,S001_P0001,343,190
2023-09-30,S001_P0002,412,113
2023-09-30,S001_P0003,485,142
2023-09-30,S001_P0004,402,165
2023-09-30,S001_P0005,96,120
2023-09-30,S001_P0006,141,26
2023-09-30,S001_P0007,139,148
2023-09-30,S001_P0008,500,179
2023-09-30,S001_P0009,267,86
2023-09-30,S001_P0010,335,153
2023-09-30,S001_P0011,166,56
2023-09-30,S001_P0012,168,190
2023-09-30,S001_P0013,181,43
2023-09-30,S001_P0014,462,186
2023-09-30,S001_P0015,479,197
2023-09-30,S001_P0016,300,146
2023-09-30,S001_P0017,122,140
2023-09-30,S001_P0018,270,39
2023-09-30,S001_P0019,453,107
2023-09-30,S001_P0020,279,60
2023-09-30,S002_P0001,327,132
2023-09-30,S002_P0002,349,59
2023-09-30,S002_P0003,250,89
2023-09-30,S002_P0004,138,200
2023-09-30,S002_P0005,155,140
2023-09-30,S002_P0006,183,132
2023-09-30,S002_P0007,188,107
2023-09-30,S002_P0008,102,50
2023-09-30,S002_P0009,378,59
2023-09-30,S002_P0010,117,67
2023-09-30,S002_P0011,442,112
2023-09-30,S002_P0012,201,23
2023-09-30,S002_P0013,274,27
2023-09-30,S002_P0014,482,65
2023-09-30,S002_P0015,280,135
2023-09-30,S002_P0016,389,198
2023-09-30,S002_P0017,418,69
2023-09-30,S002_P0018,313,167
2023-09-30,S002_P0019,228,175
2023-09-30,S002_P0020,447,28
2023-09-30,S003_P0001,246,121
2023-09-30,S003_P0002,207,23
2023-09-30,S003_P0003,436,37
2023-09-30,S003_P0004,330,141
2023-09-30,S003_P0005,193,158
2023-09-30,S003_P0006,197,183
2023-09-30,S003_P0007,355,149
2023-09-30,S003_P0008,145,65
2023-09-30,S003_P0009,275,48
2023-09-30,S003_P0010,229,171
2023-09-30,S003_P0011,319,173
2023-09-30,S003_P0012,53,66
2023-09-30,S003_P0013,388,130
2023-09-30,S003_P0014,444,195
2023-09-30,S003_P0015,142,181
2023-09-30,S003_P0016,73,135
2023-09-30,S003_P0017,99,140
2023-09-30,S003_P0018,67,148
2023-09-30,S003_P0019,419,184
2023-09-30,S003_P0020,461,85
2023-09-30,S004_P0001,481,144
2023-09-30,S004_P0002,267,96
2023-09-30,S004_P0003,289,198
2023-09-30,S004_P0004,255,127
2023-09-30,S004_P0005,247,81
2023-09-30,S004_P0006,419,29
2023-09-30,S004_P0007,91,102
2023-09-30,S004_P0008,461,89
2023-09-30,S004_P0009,297,72
2023-09-30,S004_P0010,160,75
2023-09-30,S004_P0011,217,115
2023-09-30,S004_P0012,414,60
2023-09-30,S004_P0013,389,58
2023-09-30,S004_P0014,413,34
2023-09-30,S004_P0015,144,176
2023-09-30,S004_P0016,279,49
2023-09-30,S004_P0017,441,22
2023-09-30,S004_P0018,491,140
2023-09-30,S004_P0019,306,182
2023-09-30,S004_P0020,126,141
2023-09-30,S005_P0001,466,31
2023-09-30,S005_P0002,366,135
2023-09-30,S005_P0003,257,161
2023-09-30,S005_P0004,235,199
2023-09-30,S005_P0005,254,80
2023-09-30,S005_P0006,312,95
2023-09-30,S005_P0007,253,149
2023-09-30,S005_P0008,273,58
2023-09-30,S005_P0009,342,92
2023-09-30,S005_P0010,343,140
2023-09-30,S005_P0011,157,117
2023-09-30,S005_P0012,465,134
2023-09-30,S005_P0013,212,113
2023-09-30,S005_P0014,122,51
2023-09-30,S005_P0015,57,30
2023-09-30,S005_P0016,449,160
2023-09-30,S005_P0017,414,109
2023-09-30,S005_P0018,456,100
2023-09-30,S005_P0019,415,60
2023-09-30,S005_P0020,342,52
2023-10-01,S001_P0001,70,90
2023-10-01,S001_P0002,444,65
2023-10-01,S001_P0003,319,51
2023-10-01,S001_P0004,250,140
2023-10-01,S001_P0005,129,40
2023-10-01,S001_P0006,388,130
2023-10-01,S001_P0007,290,23
2023-10-01,S001_P0008,450,169
2023-10-01,S001_P0009,310,152
2023-10-01,S001_P0010,278,88
2023-10-01,S001_P0011,379,41
2023-10-01,S001_P0012,400,124
2023-10-01,S001_P0013,137,128
2023-10-01,S001_P0014,267,194
2023-10-01,S001_P0015,466,22
2023-10-01,S001_P0016,403,84
2023-10-01,S001_P0017,384,106
2023-10-01,S001_P0018,347,131
2023-10-01,S001_P0019,351,112
2023-10-01,S001_P0020,56,196
2023-10-01,S002_P0001,400,200
2023-10-01,S002_P0002,132,196
2023-10-01,S002_P0003,254,78
2023-10-01,S002_P0004,102,151
2023-10-01,S002_P0005,236,138
2023-10-01,S002_P0006,489,177
2023-10-01,S002_P0007,238,80
2023-10-01,S002_P0008,330,149
2023-10-01,S002_P0009,274,170
2023-10-01,S002_P0010,72,21
2023-10-01,S002_P0011,292,121
2023-10-01,S002_P0012,379,63
2023-10-01,S002_P0013,211,100
2023-10-01,S002_P0014,310,113
2023-10-01,S002_P0015,130,180
2023-10-01,S002_P0016,397,176
2023-10-01,S002_P0017,483,65
2023-10-01,S002_P0018,131,30
2023-10-01,S002_P0019,422,192
2023-10-01,S002_P0020,445,150
2023-10-01,S003_P0001,151,167
2023-10-01,S003_P0002,354,29
2023-10-01,S003_P0003,308,82
2023-10-01,S003_P0004,150,184
2023-10-01,S003_P0005,462,182
2023-10-01,S003_P0006,225,92
2023-10-01,S003_P0007,392,151
2023-10-01,S003_P0008,121,100
2023-10-01,S003_P0009,222,194
2023-10-01,S003_P0010,77,36
2023-10-01,S003_P0011,225,75
2023-10-01,S003_P0012,383,91
2023-10-01,S003_P0013,449,94
2023-10-01,S003_P0014,476,37
2023-10-01,S003_P0015,376,54
2023-10-01,S003_P0016,373,150
2023-10-01,S003_P0017,94,154
2023-10-01,S003_P0018,189,116
2023-10-01,S003_P0019,89,107
2023-10-01,S003_P0020,422,156
2023-10-01,S004_P0001,279,122
2023-10-01,S004_P0002,305,125
2023-10-01,S004_P0003,361,75
2023-10-01,S004_P0004,189,184
2023-10-01,S004_P0005,150,199
2023-10-01,S004_P0006,198,127
2023-10-01,S004_P0007,73,163
2023-10-01,S004_P0008,133,121
2023-10-01,S004_P0009,104,75
2023-10-01,S004_P0010,383,115
2023-10-01,S004_P0011,492,74
2023-10-01,S004_P0012,385,50
2023-10-01,S004_P0013,71,36
2023-10-01,S004_P0014,429,122
2023-10-01,S004_P0015,443,179
2023-10-01,S004_P0016,335,28
2023-10-01,S004_P0017,390,105
2023-10-01,S004_P0018,274,153
2023-10-01,S004_P0019,480,177
2023-10-01,S004_P0020,500,150
2023-10-01,S005_P0001,145,101
2023-10-01,S005_P0002,260,156
2023-10-01,S005_P0003,204,98
2023-10-01,S005_P0004,474,56
2023-10-01,S005_P0005,271,54
2023-10-01,S005_P0006,490,133
2023-10-01,S005_P0007,174,97
2023-10-01,S005_P0008,493,172
2023-10-01,S005_P0009,418,97
2023-10-01,S005_P0010,362,49
2023-10-01,S005_P0011,489,141
2023-10-01,S005_P0012,417,129
2023-10-01,S005_P0013,188,145
2023-10-01,S005_P0014,200,62
2023-10-01,S005_P0015,247,138
2023-10-01,S005_P0016,56,148
2023-10-01,S005_P0017,96,186
2023-10-01,S005_P0018,190,117
2023-10-01,S005_P0019,275,74
2023-10-01,S005_P0020,121,200
2023-10-02,S001_P0001,382,173
2023-10-02,S001_P0002,484,38
2023-10-02,S001_P0003,354,86
2023-10-02,S001_P0004,158,123
2023-10-02,S001_P0005,296,119
2023-10-02,S001_P0006,357,37
2023-10-02,S001_P0007,99,159
2023-10-02,S001_P0008,203,117
2023-10-02,S001_P0009,216,53
2023-10-02,S001_P0010,249,100
2023-10-02,S001_P0011,110,26
2023-10-02,S001_P0012,109,93
2023-10-02,S001_P0013,104,127
2023-10-02,S001_P0014,227,74
2023-10-02,S001_P0015,458,194
2023-10-02,S001_P0016,376,91
2023-10-02,S001_P0017,247,60
2023-10-02,S001_P0018,302,92
2023-10-02,S001_P0019,365,51
2023-10-02,S001_P0020,245,160
2023-10-02,S002_P0001,246,160
2023-10-02,S002_P0002,62,158
2023-10-02,S002_P0003,88,122
2023-10-02,S002_P0004,442,160
2023-10-02,S002_P0005,148,38
2023-10-02,S002_P0006,314,89
2023-10-02,S002_P0007,85,65
2023-10-02,S002_P0008,96,82
2023-10-02,S002_P0009,214,113
2023-10-02,S002_P0010,463,59
2023-10-02,S002_P0011,143,80
2023-10-02,S002_P0012,456,137
2023-10-02,S002_P0013,92,53
2023-10-02,S002_P0014,296,106
2023-10-02,S002_P0015,123,148
2023-10-02,S002_P0016,68,41
2023-10-02,S002_P0017,108,140
2023-10-02,S002_P0018,144,183
2023-10-02,S002_P0019,141,195
2023-10-02,S002_P0020,134,155
2023-10-02,S003_P0001,294,90
2023-10-02,S003_P0002,62,89
2023-10-02,S003_P0003,476,36
2023-10-02,S003_P0004,60,152
2023-10-02,S003_P0005,465,145
2023-10-02,S003_P0006,480,182
2023-10-02,S003_P0007,415,130
2023-10-02,S003_P0008,311,146
2023-10-02,S003_P0009,307,196
2023-10-02,S003_P0010,434,109
2023-10-02,S003_P0011,81,160
2023-10-02,S003_P0012,449,39
2023-10-02,S003_P0013,484,143
2023-10-02,S003_P0014,446,181
2023-10-02,S003_P0015,106,70
2023-10-02,S003_P0016,300,170
2023-10-02,S003_P0017,201,135
2023-10-02,S003_P0018,382,200
2023-10-02,S003_P0019,171,57
2023-10-02,S003_P0020,459,83
2023-10-02,S004_P0001,291,183
2023-10-02,S004_P0002,120,103
2023-10-02,S004_P0003,404,29
2023-10-02,S004_P0004,395,153
2023-10-02,S004_P0005,349,28
2023-10-02,S004_P0006,384,97
2023-10-02,S004_P0007,323,188
2023-10-02,S004_P0008,178,91
2023-10-02,S004_P0009,302,45
2023-10-02,S004_P0010,480,98
2023-10-02,S004_P0011,142,133
2023-10-02,S004_P0012,206,91
2023-10-02,S004_P0013,94,67
2023-10-02,S004_P0014,162,127
2023-10-02,S004_P0015,498,113
2023-10-02,S004_P0016,313,39
2023-10-02,S004_P0017,479,148
2023-10-02,S004_P0018,99,88
2023-10-02,S004_P0019,466,179
2023-10-02,S004_P0020,283,174
2023-10-02,S005_P0001,179,69
2023-10-02,S005_P0002,83,164
2023-10-02,S005_P0003,372,30
2023-10-02,S005_P0004,400,107
2023-10-02,S005_P0005,191,80
2023-10-02,S005_P0006,221,151
2023-10-02,S005_P0007,243,107
2023-10-02,S005_P0008,472,86
2023-10-02,S005_P0009,111,41
2023-10-02,S005_P0010,99,91
2023-10-02,S005_P0011,241,102
2023-10-02,S005_P0012,469,123
2023-10-02,S005_P0013,341,39
2023-10-02,S005_P0014,66,188
2023-10-02,S005_P0015,434,74
2023-10-02,S005_P0016,500,63
2023-10-02,S005_P0017,95,50
2023-10-02,S005_P0018,497,71
2023-10-02,S005_P0019,406,99
2023-10-02,S005_P0020,173,93
2023-10-03,S001_P0001,355,154
2023-10-03,S001_P0002,403,97
2023-10-03,S001_P0003,178,130
2023-10-03,S001_P0004,309,180
2023-10-03,S001_P0005,186,172
2023-10-03,S001_P0006,102,162
2023-10-03,S001_P0007,257,144
2023-10-03,S001_P0008,494,149
2023-10-03,S001_P0009,490,62
2023-10-03,S001_P0010,433,175
2023-10-03,S001_P0011,489,38
2023-10-03,S001_P0012,454,165
2023-10-03,S001_P0013,496,150
2023-10-03,S001_P0014,381,60
2023-10-03,S001_P0015,381,173
2023-10-03,S001_P0016,219,197
2023-10-03,S001_P0017,419,22
2023-10-03,S001_P0018,247,109
2023-10-03,S001_P0019,145,157
2023-10-03,S001_P0020,102,149
2023-10-03,S002_P0001,473,144
2023-10-03,S002_P0002,93,23
2023-10-03,S002_P0003,383,82
2023-10-03,S002_P0004,391,22
2023-10-03,S002_P0005,345,29
2023-10-03,S002_P0006,174,71
2023-10-03,S002_P0007,263,194
2023-10-03,S002_P0008,454,180
2023-10-03,S002_P0009,201,76
2023-10-03,S002_P0010,284,166
2023-10-03,S002_P0011,299,39
2023-10-03,S002_P0012,285,176
2023-10-03,S002_P0013,202,61
2023-10-03,S002_P0014,50,91
2023-10-03,S002_P0015,344,57
2023-10-03,S002_P0016,487,53
2023-10-03,S002_P0017,170,82
2023-10-03,S002_P0018,60,38
2023-10-03,S002_P0019,74,180
2023-10-03,S002_P0020,97,194
2023-10-03,S003_P0001,258,123
2023-10-03,S003_P0002,171,195
2023-10-03,S003_P0003,318,181
2023-10-03,S003_P0004,111,148
2023-10-03,S003_P0005,228,22
2023-10-03,S003_P0006,276,73
2023-10-03,S003_P0007,384,147
2023-10-03,S003_P0008,355,30
2023-10-03,S003_P0009,168,113
2023-10-03,S003_P0010,469,37
2023-10-03,S003_P0011,320,107
2023-10-03,S003_P0012,186,98
2023-10-03,S003_P0013,261,164
2023-10-03,S003_P0014,420,96
2023-10-03,S003_P0015,433,73
2023-10-03,S003_P0016,193,101
2023-10-03,S003_P0017,97,87
2023-10-03,S003_P0018,295,117
2023-10-03,S003_P0019,191,150
2023-10-03,S003_P0020,318,134
2023-10-03,S004_P0001,252,24
2023-10-03,S004_P0002,345,72
2023-10-03,S004_P0003,235,120
2023-10-03,S004_P0004,340,61
2023-10-03,S004_P0005,310,66
2023-10-03,S004_P0006,383,132
2023-10-03,S004_P0007,276,166
2023-10-03,S004_P0008,81,144
2023-10-03,S004_P0009,188,79
2023-10-03,S004_P0010,386,79
2023-10-03,S004_P0011,418,175
2023-10-03,S004_P0012,245,142
2023-10-03,S004_P0013,173,165
2023-10-03,S004_P0014,389,92
2023-10-03,S004_P0015,488,179
2023-10-03,S004_P0016,318,66
2023-10-03,S004_P0017,438,193
2023-10-03,S004_P0018,282,30
2023-10-03,S004_P0019,67,87
2023-10-03,S004_P0020,70,71
2023-10-03,S005_P0001,147,100
2023-10-03,S005_P0002,178,152
2023-10-03,S005_P0003,188,175
2023-10-03,S005_P0004,113,47
2023-10-03,S005_P0005,346,142
2023-10-03,S005_P0006,398,90
2023-10-03,S005_P0007,213,119
2023-10-03,S005_P0008,62,118
2023-10-03,S005_P0009,499,42
2023-10-03,S005_P0010,136,195
2023-10-03,S005_P0011,276,51
2023-10-03,S005_P0012,415,138
2023-10-03,S005_P0013,236,48
2023-10-03,S005_P0014,80,109
2023-10-03,S005_P0015,403,54
2023-10-03,S005_P0016,165,162
2023-10-03,S005_P0017,234,148
2023-10-03,S005_P0018,462,129
2023-10-03,S005_P0019,177,92
2023-10-03,S005_P0020,123,181
2023-10-04,S001_P0001,162,118
2023-10-04,S001_P0002,448,70
2023-10-04,S001_P0003,158,80
2023-10-04,S001_P0004,142,122
2023-10-04,S001_P0005,143,187
2023-10-04,S001_P0006,176,168
2023-10-04,S001_P0007,248,106
2023-10-04,S001_P0008,260,151
2023-10-04,S001_P0009,172,135
2023-10-04,S001_P0010,251,133
2023-10-04,S001_P0011,56,108
2023-10-04,S001_P0012,432,137
2023-10-04,S001_P0013,227,105
2023-10-04,S001_P0014,314,66
2023-10-04,S001_P0015,362,31
2023-10-04,S001_P0016,286,30
2023-10-04,S001_P0017,292,134
